Id,Income,Age,Experience,Married,House_Ownership,Car_Ownership,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS
6206,3166585.964808034,33.0,7.0,0.0,0.0,0.0,11.0,17.0
6207,200050.5877284268,55.0,5.0,0.0,0.0,0.0,5.0,10.0
6208,1789906.0803329656,57.0,10.0,0.0,0.0,0.0,8.0,8.0
6209,2569234.2461597146,38.0,10.0,0.0,0.0,0.0,2.0,18.0
6210,277859.63198816776,53.0,6.0,0.0,0.0,0.0,8.0,13.0
6211,4034277.852546557,50.0,15.0,0.0,0.0,0.0,3.0,18.0
6212,3233988.10434515,61.0,8.0,0.0,0.0,0.0,4.0,7.0
6213,2052938.034324124,68.0,9.0,0.0,0.0,1.0,10.0,10.0
6214,3431991.305699342,47.0,9.0,0.0,0.0,0.0,12.0,13.0
6215,2657522.9523898624,49.0,10.0,0.0,0.0,0.0,7.0,8.0
6216,1601211.0183355175,43.0,11.0,0.0,0.0,0.0,5.0,8.0
6217,7440122.427602015,53.0,11.0,1.0,0.0,0.0,10.0,9.0
6218,361238.19938730635,53.0,3.0,0.0,0.0,0.0,4.0,10.0
6219,3491301.591339633,47.0,7.0,0.0,0.0,0.0,12.0,16.0
6220,1847965.2669311594,48.0,10.0,0.0,0.0,0.0,8.0,8.0
6221,8388193.320215272,57.0,8.0,0.0,0.0,0.0,8.0,7.0
6222,1607319.229695221,43.0,16.0,0.0,0.0,0.0,8.0,22.0
6223,1837151.803964612,41.0,8.0,0.0,0.0,1.0,11.0,15.0
6224,2034982.6261666669,49.0,12.0,0.0,0.0,0.0,8.0,11.0
6225,4179198.4215692696,67.0,10.0,0.0,0.0,1.0,8.0,8.0
6226,3157246.1743769725,47.0,6.0,0.0,0.0,0.0,6.0,11.0
6227,5626101.512601626,51.0,3.0,0.0,0.0,1.0,7.0,11.0
6228,3924945.5037645604,57.0,9.0,0.0,0.0,1.0,11.0,18.0
6229,5079717.228930691,46.0,10.0,1.0,0.0,0.0,3.0,10.0
6230,4998355.612500146,46.0,9.0,0.0,0.0,0.0,7.0,14.0
6231,632557.9800619632,33.0,7.0,0.0,0.0,1.0,6.0,17.0
6232,10217517.98433109,54.0,14.0,1.0,0.0,0.0,3.0,10.0
6233,10148675.434366694,47.0,11.0,1.0,1.0,1.0,5.0,14.0
6234,3535151.0883176504,45.0,6.0,0.0,0.0,0.0,10.0,8.0
6235,9161390.495718468,42.0,9.0,0.0,0.0,1.0,6.0,10.0
6236,6635786.462123341,45.0,9.0,0.0,0.0,0.0,4.0,16.0
6237,6962790.391884675,50.0,10.0,0.0,0.0,1.0,9.0,7.0
6238,7996448.240926977,44.0,12.0,0.0,0.0,1.0,3.0,9.0
6239,7575315.737698909,51.0,11.0,0.0,0.0,1.0,6.0,14.0
6240,6907100.430895678,39.0,8.0,0.0,0.0,1.0,4.0,16.0
6241,5293914.751334917,57.0,10.0,0.0,0.0,0.0,5.0,15.0
6242,11319146.438871901,55.0,9.0,0.0,0.0,0.0,6.0,17.0
6243,3401896.1446753666,43.0,7.0,1.0,0.0,0.0,1.0,12.0
6244,2244455.7102565286,41.0,11.0,0.0,0.0,0.0,5.0,8.0
6245,4617722.458592332,55.0,6.0,0.0,0.0,0.0,6.0,9.0
6246,6754894.1268185135,58.0,14.0,0.0,0.0,0.0,10.0,14.0
6247,3607243.595396839,66.0,8.0,0.0,0.0,0.0,7.0,13.0
6248,9268412.695387179,52.0,14.0,0.0,1.0,0.0,7.0,9.0
6249,3435412.5415187376,44.0,12.0,0.0,1.0,0.0,6.0,17.0
6250,2283513.9147071815,44.0,10.0,0.0,1.0,0.0,3.0,10.0
6251,10235744.460007887,52.0,9.0,0.0,0.0,1.0,11.0,15.0
6252,8047126.686105492,55.0,7.0,0.0,0.0,1.0,4.0,16.0
6253,8974777.18627163,47.0,10.0,0.0,0.0,1.0,9.0,9.0
6254,4559129.519296659,51.0,15.0,0.0,0.0,0.0,10.0,10.0
6255,2427076.286589327,48.0,8.0,1.0,0.0,0.0,6.0,6.0
6256,5021162.101068453,41.0,6.0,0.0,0.0,0.0,4.0,7.0
6257,5059345.79901214,59.0,12.0,0.0,0.0,1.0,5.0,7.0
6258,8695405.648842862,59.0,13.0,0.0,0.0,0.0,8.0,14.0
6259,6852469.339179811,61.0,14.0,0.0,0.0,0.0,6.0,12.0
6260,1705015.6423843554,55.0,7.0,0.0,0.0,1.0,6.0,9.0
6261,10612939.803763993,50.0,9.0,0.0,0.0,0.0,6.0,18.0
6262,7095127.515114189,56.0,11.0,0.0,0.0,0.0,4.0,8.0
6263,1726850.1557376431,51.0,9.0,0.0,0.0,1.0,2.0,14.0
6264,6685262.627139777,44.0,9.0,0.0,0.0,1.0,10.0,11.0
6265,7970999.239050311,52.0,7.0,1.0,0.0,0.0,7.0,12.0
6266,4932459.502823037,51.0,6.0,0.0,0.0,0.0,9.0,12.0
6267,5303534.869212395,43.0,15.0,0.0,0.0,0.0,9.0,19.0
6268,4252512.084581979,59.0,12.0,0.0,0.0,0.0,11.0,12.0
6269,925214.221658356,54.0,7.0,0.0,0.0,0.0,5.0,10.0
6270,6980322.23296596,43.0,5.0,0.0,0.0,0.0,7.0,16.0
6271,7843116.063133312,50.0,8.0,0.0,0.0,1.0,6.0,9.0
6272,2093471.8698628298,66.0,4.0,0.0,0.0,0.0,14.0,11.0
6273,6989488.332414351,49.0,15.0,0.0,0.0,1.0,5.0,17.0
6274,1188069.8142179782,46.0,17.0,0.0,0.0,0.0,6.0,15.0
6275,4809611.405604817,61.0,5.0,0.0,0.0,0.0,6.0,9.0
6276,3325576.4212638326,52.0,11.0,0.0,1.0,0.0,11.0,13.0
6277,3457607.2011499135,45.0,6.0,0.0,0.0,0.0,6.0,16.0
6278,3315.9744610376656,54.0,10.0,1.0,0.0,0.0,2.0,8.0
6279,3589004.7740724026,52.0,14.0,0.0,0.0,0.0,6.0,10.0
6280,4862502.6726420615,47.0,8.0,0.0,0.0,0.0,5.0,9.0
6281,6663321.004403621,43.0,8.0,0.0,0.0,0.0,6.0,10.0
6282,10136630.915490124,48.0,7.0,0.0,0.0,0.0,4.0,10.0
6283,357158.24667289946,57.0,13.0,0.0,0.0,1.0,8.0,8.0
6284,7331114.38962616,52.0,13.0,0.0,0.0,0.0,9.0,10.0
6285,5966729.444459213,63.0,8.0,0.0,0.0,0.0,7.0,19.0
6286,3383625.481044849,54.0,6.0,0.0,0.0,1.0,8.0,16.0
6287,4695138.180822375,46.0,14.0,0.0,0.0,1.0,6.0,18.0
6288,4052977.328244637,57.0,14.0,0.0,0.0,0.0,3.0,13.0
6289,7855260.62144677,45.0,16.0,0.0,0.0,0.0,13.0,10.0
6290,8709538.581226697,52.0,5.0,1.0,0.0,0.0,3.0,11.0
6291,893224.4426138015,47.0,6.0,0.0,0.0,0.0,4.0,22.0
6292,2161669.6987434924,50.0,13.0,1.0,0.0,0.0,6.0,15.0
6293,1810921.689015593,56.0,8.0,1.0,0.0,0.0,11.0,10.0
6294,2502847.7338789967,41.0,18.0,0.0,0.0,1.0,4.0,10.0
6295,4720569.240282447,59.0,6.0,0.0,0.0,0.0,8.0,11.0
6296,60778.95205028821,42.0,14.0,0.0,0.0,0.0,3.0,15.0
6297,5488567.598992399,54.0,6.0,0.0,0.0,0.0,4.0,8.0
6298,5267118.409716274,57.0,14.0,0.0,0.0,0.0,5.0,12.0
6299,7076884.399501991,41.0,11.0,0.0,0.0,0.0,4.0,12.0
6300,1943397.4368270221,51.0,8.0,0.0,0.0,0.0,2.0,10.0
6301,3092.389740292914,48.0,9.0,0.0,0.0,0.0,4.0,13.0
6302,4807710.5679322295,54.0,13.0,0.0,0.0,1.0,9.0,6.0
6303,3100056.3710048283,48.0,20.0,0.0,0.0,1.0,9.0,11.0
6304,5425833.659645874,51.0,10.0,1.0,0.0,0.0,6.0,12.0
6305,6129699.566844933,45.0,15.0,0.0,0.0,0.0,6.0,14.0
6306,7131478.67714845,40.0,11.0,0.0,0.0,1.0,2.0,11.0
6307,2631919.727734529,56.0,7.0,0.0,0.0,0.0,8.0,6.0
6308,2341016.694534794,41.0,11.0,0.0,0.0,0.0,6.0,9.0
6309,7365825.336135631,61.0,12.0,0.0,0.0,0.0,9.0,13.0
6310,2259949.6749136853,47.0,5.0,0.0,1.0,1.0,6.0,16.0
6311,2951655.2927381275,57.0,7.0,0.0,1.0,0.0,5.0,16.0
6312,10054672.644511448,55.0,10.0,0.0,1.0,0.0,2.0,12.0
6313,10396758.777913675,46.0,9.0,1.0,0.0,1.0,5.0,9.0
6314,4845332.841986035,47.0,12.0,0.0,0.0,0.0,3.0,20.0
6315,2730711.1558381356,49.0,15.0,0.0,1.0,0.0,2.0,11.0
6316,7188759.935069593,39.0,18.0,0.0,0.0,0.0,8.0,10.0
6317,3564275.700808795,54.0,9.0,0.0,0.0,0.0,6.0,9.0
6318,3821477.8761656303,52.0,12.0,0.0,0.0,1.0,5.0,9.0
6319,6924245.179722932,58.0,13.0,0.0,0.0,0.0,5.0,15.0
6320,9702010.46791492,49.0,4.0,0.0,0.0,0.0,15.0,15.0
6321,9037356.141181031,52.0,13.0,0.0,0.0,0.0,4.0,9.0
6322,2406766.3334153155,63.0,9.0,0.0,0.0,0.0,5.0,8.0
6323,5459379.941311576,43.0,8.0,1.0,0.0,0.0,7.0,12.0
6324,3002466.0963677755,58.0,12.0,0.0,0.0,1.0,3.0,11.0
6325,8760870.06350551,41.0,10.0,0.0,0.0,0.0,4.0,13.0
6326,8926641.074906506,53.0,9.0,1.0,0.0,0.0,3.0,8.0
6327,4460561.574471484,50.0,9.0,0.0,0.0,0.0,6.0,12.0
6328,8043532.955127584,52.0,12.0,1.0,0.0,0.0,7.0,10.0
6329,5586147.339555187,52.0,6.0,0.0,0.0,0.0,10.0,10.0
6330,9871139.445556447,40.0,12.0,1.0,0.0,1.0,9.0,9.0
6331,8095300.322051762,55.0,4.0,0.0,0.0,0.0,9.0,16.0
6332,10394362.069299141,57.0,8.0,1.0,0.0,0.0,7.0,12.0
6333,4624816.1748789335,52.0,10.0,0.0,0.0,0.0,8.0,14.0
6334,7416540.441358078,55.0,13.0,0.0,0.0,0.0,9.0,9.0
6335,6469844.214271066,58.0,12.0,0.0,0.0,0.0,6.0,7.0
6336,9397341.595416658,56.0,11.0,0.0,1.0,0.0,8.0,11.0
6337,2581097.6700401204,49.0,12.0,0.0,0.0,1.0,6.0,8.0
6338,1783851.639613526,44.0,8.0,0.0,0.0,1.0,5.0,9.0
6339,3797120.987760149,59.0,12.0,1.0,0.0,1.0,6.0,10.0
6340,7941493.14242263,45.0,9.0,0.0,0.0,1.0,15.0,6.0
6341,8360700.90349235,52.0,6.0,0.0,0.0,0.0,8.0,9.0
6342,3972918.653443907,45.0,13.0,0.0,0.0,0.0,4.0,13.0
6343,4328098.1447191555,43.0,9.0,0.0,0.0,0.0,5.0,13.0
6344,1607442.586309872,40.0,6.0,0.0,0.0,0.0,7.0,8.0
6345,5272785.530053517,60.0,14.0,0.0,0.0,0.0,3.0,14.0
6346,9869097.98508159,44.0,10.0,0.0,1.0,0.0,5.0,9.0
6347,4953919.755401132,53.0,13.0,0.0,0.0,1.0,8.0,12.0
6348,10198882.029488083,56.0,13.0,0.0,0.0,0.0,7.0,4.0
6349,8357478.315055557,60.0,13.0,1.0,0.0,1.0,2.0,12.0
6350,10346850.937021807,40.0,11.0,0.0,0.0,0.0,8.0,11.0
6351,2068007.4619682375,61.0,7.0,1.0,0.0,0.0,6.0,12.0
6352,4858243.115686221,44.0,13.0,0.0,0.0,1.0,7.0,11.0
6353,7399431.617336152,42.0,9.0,0.0,0.0,0.0,5.0,10.0
6354,4197241.310420511,49.0,9.0,0.0,0.0,0.0,7.0,16.0
6355,3772315.8937915806,40.0,14.0,0.0,0.0,0.0,6.0,15.0
6356,3063293.2916801246,54.0,16.0,0.0,0.0,1.0,9.0,10.0
6357,10721569.87226924,55.0,7.0,0.0,0.0,1.0,6.0,13.0
6358,7960533.90684782,63.0,12.0,0.0,0.0,0.0,8.0,8.0
6359,6507818.327438977,56.0,7.0,0.0,0.0,1.0,2.0,16.0
6360,4973780.592444209,45.0,9.0,0.0,0.0,0.0,7.0,9.0
6361,7934073.403657837,58.0,9.0,0.0,0.0,0.0,8.0,8.0
6362,3877378.7757858033,50.0,7.0,0.0,0.0,0.0,7.0,8.0
6363,5264605.372975718,48.0,15.0,0.0,0.0,0.0,10.0,6.0
6364,3726121.132042095,46.0,7.0,0.0,0.0,1.0,5.0,17.0
6365,4095372.901413358,37.0,9.0,0.0,0.0,0.0,4.0,19.0
6366,6797736.507583153,57.0,3.0,0.0,0.0,0.0,6.0,11.0
6367,4966727.6983795315,40.0,15.0,0.0,0.0,0.0,5.0,8.0
6368,5152214.664620049,48.0,12.0,0.0,0.0,0.0,7.0,9.0
6369,1862587.76846181,61.0,13.0,0.0,0.0,0.0,7.0,11.0
6370,7104699.913321782,52.0,10.0,0.0,0.0,0.0,5.0,15.0
6371,7952969.76931786,50.0,14.0,0.0,0.0,0.0,7.0,14.0
6372,2372288.2984270817,66.0,16.0,0.0,0.0,0.0,6.0,10.0
6373,3031101.1478243596,58.0,10.0,0.0,0.0,1.0,8.0,15.0
6374,4574638.480850881,35.0,7.0,0.0,0.0,1.0,14.0,11.0
6375,1524087.5427517737,45.0,6.0,0.0,0.0,0.0,7.0,11.0
6376,4641242.670309579,57.0,10.0,0.0,0.0,1.0,6.0,14.0
6377,929879.5925030429,52.0,8.0,0.0,0.0,0.0,5.0,7.0
6378,5469584.211882361,47.0,9.0,0.0,0.0,1.0,8.0,12.0
6379,6953544.1708844155,61.0,11.0,0.0,0.0,0.0,2.0,9.0
6380,8938671.521815322,57.0,6.0,0.0,0.0,0.0,6.0,8.0
6381,4691179.479026876,45.0,14.0,0.0,0.0,0.0,8.0,12.0
6382,6526095.492821045,48.0,12.0,0.0,0.0,0.0,7.0,13.0
6383,2389730.851493599,40.0,9.0,0.0,0.0,0.0,3.0,14.0
6384,4740860.225246715,45.0,10.0,0.0,0.0,1.0,11.0,16.0
6385,1844389.2366162613,54.0,13.0,0.0,0.0,1.0,8.0,15.0
6386,11591925.865844823,53.0,14.0,0.0,0.0,0.0,5.0,9.0
6387,5952748.727340254,40.0,14.0,0.0,0.0,0.0,7.0,15.0
6388,3394931.5690316246,57.0,8.0,1.0,0.0,0.0,7.0,8.0
6389,3617353.9960804516,49.0,3.0,1.0,0.0,0.0,5.0,8.0
6390,6491338.897852805,38.0,8.0,0.0,0.0,0.0,12.0,13.0
6391,3193991.2807241688,47.0,10.0,0.0,0.0,0.0,5.0,12.0
6392,699544.0860706689,54.0,11.0,0.0,0.0,0.0,4.0,17.0
6393,3989696.293315081,53.0,14.0,0.0,0.0,0.0,5.0,12.0
6394,4655962.681246098,58.0,14.0,0.0,0.0,0.0,2.0,10.0
6395,5533558.776886398,44.0,18.0,0.0,0.0,0.0,8.0,13.0
6396,4624267.921745142,55.0,10.0,0.0,0.0,0.0,6.0,12.0
6397,5488411.939988547,50.0,8.0,0.0,0.0,0.0,10.0,11.0
6398,910412.8176060054,51.0,10.0,0.0,0.0,1.0,7.0,17.0
6399,6483127.577751997,50.0,7.0,0.0,0.0,0.0,6.0,10.0
6400,3130239.7862442695,53.0,8.0,1.0,0.0,0.0,8.0,9.0
6401,5256320.237386525,40.0,12.0,0.0,0.0,0.0,3.0,9.0
6402,6194127.21058051,56.0,5.0,0.0,0.0,0.0,6.0,15.0
6403,5105898.4462202545,47.0,6.0,0.0,0.0,1.0,8.0,15.0
6404,734939.7486657957,46.0,12.0,0.0,0.0,0.0,3.0,6.0
6405,2801815.1984413397,51.0,10.0,0.0,0.0,0.0,9.0,17.0
6406,877571.4427248859,48.0,11.0,0.0,0.0,0.0,4.0,11.0
6407,7029190.896701524,42.0,12.0,0.0,0.0,1.0,6.0,13.0
6408,4390476.108245794,51.0,8.0,0.0,0.0,0.0,6.0,7.0
6409,4911890.345671987,45.0,8.0,0.0,0.0,1.0,6.0,7.0
6410,2413541.144368652,56.0,16.0,0.0,0.0,0.0,3.0,10.0
6411,3673796.4387647314,55.0,7.0,0.0,0.0,0.0,7.0,16.0
6412,643482.5043597342,58.0,7.0,0.0,0.0,0.0,8.0,10.0
6413,260267.676316794,48.0,8.0,0.0,0.0,0.0,2.0,10.0
6414,5574235.8824683735,42.0,10.0,0.0,1.0,1.0,5.0,18.0
6415,6400770.756830458,66.0,10.0,0.0,0.0,0.0,7.0,8.0
6416,6266921.679975373,39.0,13.0,1.0,0.0,1.0,7.0,12.0
6417,2657792.4149143137,54.0,5.0,0.0,0.0,1.0,4.0,13.0
6418,3895326.1389542897,52.0,13.0,0.0,0.0,0.0,6.0,17.0
6419,3481585.2676400524,42.0,8.0,0.0,0.0,1.0,5.0,11.0
6420,3750116.482099169,40.0,10.0,0.0,0.0,0.0,8.0,14.0
6421,6545461.521087495,45.0,7.0,0.0,0.0,0.0,14.0,11.0
6422,1806794.683291277,46.0,8.0,0.0,0.0,0.0,7.0,12.0
6423,3023094.891741009,41.0,10.0,0.0,0.0,0.0,7.0,16.0
6424,3524674.216100225,44.0,8.0,0.0,0.0,0.0,4.0,9.0
6425,1661070.5487133553,55.0,7.0,0.0,0.0,0.0,5.0,9.0
6426,5197632.563500341,47.0,9.0,0.0,0.0,1.0,7.0,16.0
6427,6314655.807752911,50.0,14.0,0.0,0.0,1.0,5.0,14.0
6428,3607851.271316449,49.0,12.0,0.0,0.0,0.0,1.0,11.0
6429,6402438.452217788,56.0,10.0,0.0,0.0,0.0,6.0,12.0
6430,3891128.8980066385,53.0,13.0,1.0,0.0,1.0,8.0,15.0
6431,9159322.529375095,48.0,8.0,0.0,0.0,0.0,2.0,7.0
6432,1828286.166496973,44.0,15.0,0.0,0.0,0.0,6.0,14.0
6433,9096215.483354462,52.0,6.0,0.0,0.0,1.0,5.0,7.0
6434,3692544.4786016727,57.0,12.0,0.0,0.0,1.0,3.0,8.0
6435,4588304.738649055,49.0,7.0,0.0,0.0,1.0,7.0,7.0
6436,1285186.4396157395,38.0,10.0,0.0,0.0,0.0,6.0,15.0
6437,8683775.629593765,53.0,12.0,0.0,0.0,1.0,5.0,11.0
6438,11175598.38771932,42.0,11.0,1.0,0.0,0.0,11.0,16.0
6439,4373025.992279002,58.0,10.0,0.0,0.0,1.0,6.0,14.0
6440,8801875.882313026,55.0,12.0,0.0,0.0,0.0,10.0,10.0
6441,11290839.829101177,47.0,10.0,0.0,0.0,0.0,4.0,19.0
6442,4404603.085075674,44.0,8.0,0.0,0.0,0.0,6.0,12.0
6443,7310448.402147146,51.0,11.0,0.0,0.0,1.0,6.0,6.0
6444,5763822.862038094,35.0,13.0,0.0,0.0,0.0,9.0,10.0
6445,1097852.0806954857,51.0,12.0,1.0,0.0,0.0,6.0,11.0
6446,6478777.070099249,47.0,11.0,0.0,0.0,0.0,8.0,15.0
6447,6884798.818702796,45.0,6.0,0.0,0.0,0.0,6.0,10.0
6448,6643248.143672677,47.0,8.0,1.0,0.0,0.0,2.0,11.0
6449,3866750.0246088067,46.0,12.0,0.0,0.0,1.0,6.0,10.0
6450,4858336.397771038,64.0,9.0,0.0,0.0,0.0,11.0,18.0
6451,8122070.536146188,48.0,9.0,0.0,0.0,0.0,7.0,12.0
6452,5495315.257135075,50.0,8.0,0.0,0.0,0.0,10.0,16.0
6453,5921964.821054301,38.0,8.0,0.0,0.0,1.0,6.0,13.0
6454,197313.28921424504,34.0,10.0,0.0,1.0,0.0,7.0,11.0
6455,5162666.503390477,51.0,7.0,0.0,0.0,0.0,9.0,10.0
6456,1269493.8418518333,49.0,10.0,0.0,0.0,1.0,4.0,15.0
6457,5889029.094413616,49.0,10.0,0.0,0.0,0.0,5.0,20.0
6458,6040694.489320051,45.0,12.0,0.0,0.0,1.0,8.0,12.0
6459,4162967.4591734493,58.0,9.0,0.0,0.0,1.0,15.0,13.0
6460,9370352.762170017,39.0,11.0,1.0,0.0,0.0,6.0,7.0
6461,5441776.390691912,49.0,11.0,0.0,0.0,1.0,7.0,12.0
6462,6721825.912119504,55.0,12.0,0.0,0.0,1.0,10.0,12.0
6463,7691168.474793652,58.0,11.0,0.0,0.0,0.0,7.0,11.0
6464,11263025.905855972,54.0,14.0,0.0,0.0,0.0,4.0,10.0
6465,6012890.028564539,53.0,8.0,0.0,0.0,0.0,3.0,16.0
6466,6401033.515339916,53.0,8.0,0.0,0.0,1.0,6.0,5.0
6467,3461257.921646937,56.0,8.0,0.0,0.0,1.0,12.0,14.0
6468,1891119.3470302988,50.0,8.0,0.0,0.0,0.0,10.0,11.0
6469,5245534.3634116575,52.0,10.0,0.0,0.0,0.0,6.0,7.0
6470,7828048.306816082,57.0,9.0,0.0,0.0,0.0,5.0,15.0
6471,5274855.889804541,52.0,13.0,0.0,0.0,1.0,8.0,11.0
6472,7026275.827052387,38.0,9.0,0.0,0.0,1.0,6.0,10.0
6473,5977316.634420359,49.0,7.0,1.0,0.0,0.0,8.0,11.0
6474,6513340.3616716955,53.0,11.0,0.0,0.0,1.0,6.0,11.0
6475,4671181.866800691,54.0,5.0,0.0,0.0,0.0,6.0,8.0
6476,2117725.844303248,58.0,9.0,0.0,0.0,0.0,2.0,9.0
6477,5429137.030449627,61.0,5.0,0.0,0.0,0.0,6.0,9.0
6478,2293299.1470941035,44.0,15.0,0.0,0.0,0.0,9.0,15.0
6479,6584264.032824237,40.0,12.0,0.0,0.0,0.0,6.0,13.0
6480,3605053.245692355,56.0,12.0,0.0,0.0,0.0,4.0,9.0
6481,8794495.7166816,51.0,13.0,0.0,0.0,0.0,5.0,11.0
6482,5753708.094390664,64.0,9.0,0.0,0.0,1.0,10.0,9.0
6483,6825832.803033911,51.0,12.0,0.0,0.0,0.0,7.0,9.0
6484,8997606.712324673,66.0,12.0,0.0,0.0,0.0,3.0,10.0
6485,6320243.81157831,59.0,21.0,0.0,0.0,1.0,2.0,13.0
6486,8704068.186333857,39.0,10.0,0.0,0.0,0.0,11.0,12.0
6487,11458034.456581388,53.0,11.0,0.0,0.0,0.0,8.0,14.0
6488,6073210.844903235,44.0,8.0,0.0,0.0,0.0,10.0,15.0
6489,4148059.1667168257,37.0,10.0,0.0,0.0,0.0,11.0,7.0
6490,4205799.827412221,52.0,13.0,0.0,0.0,0.0,4.0,14.0
6491,9009633.415955625,44.0,11.0,0.0,0.0,0.0,6.0,6.0
6492,8877272.161727775,48.0,13.0,0.0,0.0,0.0,4.0,14.0
6493,5239061.994415719,40.0,14.0,0.0,0.0,1.0,5.0,14.0
6494,2518929.190083823,49.0,8.0,0.0,0.0,0.0,6.0,7.0
6495,7351920.197327715,55.0,13.0,0.0,0.0,0.0,7.0,14.0
6496,7256175.388982607,56.0,13.0,0.0,0.0,1.0,6.0,6.0
6497,6684612.590654084,54.0,11.0,0.0,0.0,0.0,3.0,20.0
6498,3866307.533501574,50.0,11.0,0.0,0.0,0.0,4.0,9.0
6499,4391076.574779498,49.0,9.0,1.0,0.0,0.0,3.0,14.0
6500,5150486.348951873,40.0,6.0,0.0,0.0,1.0,5.0,12.0
6501,3911337.3745959597,48.0,10.0,0.0,0.0,0.0,5.0,16.0
6502,3082326.012446084,47.0,9.0,0.0,0.0,1.0,3.0,14.0
6503,4548262.692626727,50.0,3.0,1.0,0.0,1.0,2.0,18.0
6504,3167033.5014482024,38.0,8.0,0.0,0.0,0.0,6.0,12.0
6505,1496420.1640112922,37.0,13.0,0.0,0.0,1.0,10.0,13.0
6506,10659898.295760859,40.0,10.0,0.0,0.0,0.0,8.0,18.0
6507,9551801.330350433,54.0,6.0,0.0,0.0,1.0,6.0,11.0
6508,4074428.972685613,43.0,6.0,0.0,0.0,1.0,4.0,13.0
6509,8588830.182053985,57.0,8.0,0.0,0.0,0.0,5.0,16.0
6510,7124141.059791304,43.0,7.0,0.0,0.0,0.0,7.0,15.0
6511,4955389.044920799,48.0,13.0,1.0,0.0,1.0,9.0,10.0
6512,6918236.836081498,49.0,8.0,0.0,1.0,0.0,5.0,14.0
6513,6778614.634455478,44.0,7.0,0.0,0.0,0.0,9.0,9.0
6514,7748301.11523366,42.0,5.0,0.0,0.0,0.0,5.0,11.0
6515,844791.2417948525,54.0,9.0,1.0,0.0,0.0,13.0,10.0
6516,5513280.447081511,59.0,7.0,1.0,0.0,1.0,3.0,6.0
6517,4382374.615315338,56.0,15.0,0.0,0.0,0.0,6.0,8.0
6518,7356614.779173501,40.0,10.0,0.0,0.0,1.0,4.0,11.0
6519,2481847.7606324106,53.0,11.0,0.0,0.0,1.0,7.0,18.0
6520,4011469.8930047327,46.0,15.0,0.0,0.0,0.0,7.0,6.0
6521,1754518.0708450377,48.0,9.0,0.0,0.0,1.0,5.0,10.0
6522,72668.79506370239,33.0,10.0,0.0,0.0,0.0,7.0,16.0
6523,686584.7446794547,56.0,7.0,0.0,0.0,0.0,5.0,13.0
6524,6458727.402326408,55.0,21.0,0.0,0.0,1.0,8.0,8.0
6525,4444398.680279555,52.0,8.0,1.0,0.0,1.0,5.0,13.0
6526,352104.81138792634,33.0,9.0,0.0,0.0,0.0,6.0,13.0
6527,9099080.087412791,53.0,11.0,0.0,0.0,0.0,1.0,12.0
6528,7305446.139439309,53.0,17.0,0.0,0.0,0.0,2.0,16.0
6529,8591070.907916099,49.0,10.0,0.0,0.0,0.0,4.0,9.0
6530,5780581.828855272,44.0,6.0,0.0,0.0,0.0,4.0,10.0
6531,2194744.696487001,60.0,12.0,0.0,0.0,0.0,5.0,11.0
6532,9794610.37345624,46.0,12.0,0.0,0.0,0.0,2.0,13.0
6533,6660072.445577694,48.0,11.0,0.0,0.0,0.0,7.0,16.0
6534,2364617.917247134,52.0,12.0,0.0,0.0,0.0,6.0,9.0
6535,7584456.729863988,46.0,10.0,0.0,0.0,1.0,8.0,8.0
6536,3162612.9502213486,54.0,13.0,0.0,0.0,0.0,6.0,15.0
6537,5586605.661279871,46.0,8.0,0.0,0.0,0.0,5.0,11.0
6538,1589017.0960059874,55.0,13.0,0.0,0.0,0.0,5.0,11.0
6539,5392757.886595668,49.0,9.0,0.0,0.0,1.0,10.0,16.0
6540,5553440.484284391,49.0,11.0,1.0,0.0,1.0,10.0,15.0
6541,10779026.820941709,47.0,9.0,0.0,0.0,0.0,10.0,6.0
6542,6018560.065645709,46.0,10.0,1.0,0.0,0.0,8.0,12.0
6543,2775144.891762724,51.0,11.0,0.0,0.0,0.0,6.0,12.0
6544,166630.4071733309,47.0,7.0,0.0,0.0,0.0,6.0,12.0
6545,6955572.144052376,51.0,12.0,0.0,0.0,0.0,8.0,10.0
6546,71225.96452473756,56.0,11.0,0.0,1.0,0.0,6.0,6.0
6547,2625888.063134962,54.0,9.0,0.0,0.0,1.0,7.0,10.0
6548,7705380.5859770365,57.0,13.0,0.0,0.0,0.0,7.0,17.0
6549,2418963.525730053,52.0,12.0,0.0,1.0,1.0,3.0,8.0
6550,5503368.174053925,48.0,11.0,0.0,0.0,0.0,7.0,11.0
6551,3534185.733338382,48.0,17.0,0.0,0.0,0.0,6.0,7.0
6552,7570298.998865162,42.0,12.0,1.0,0.0,0.0,6.0,9.0
6553,8123293.993157163,38.0,11.0,0.0,0.0,0.0,7.0,19.0
6554,1349501.589957451,49.0,14.0,0.0,0.0,0.0,4.0,9.0
6555,2482513.063623855,43.0,10.0,0.0,1.0,0.0,5.0,10.0
6556,3308928.336244367,58.0,8.0,0.0,0.0,0.0,2.0,15.0
6557,3052137.3008435518,40.0,10.0,0.0,0.0,0.0,8.0,17.0
6558,8088302.144547317,56.0,11.0,0.0,0.0,0.0,7.0,9.0
6559,6818586.522627922,63.0,9.0,1.0,0.0,0.0,4.0,13.0
6560,6784779.889594089,54.0,10.0,0.0,0.0,0.0,8.0,13.0
